date,source,source_lat,source_lng,target,target_lat,target_lng,price_differential,source_price,target_price,flow_weight
2020-07-01,abyan,1451453.433761742,540930.338796394,lahj,1443403.357394038,487346.6774931812,0.8064102764999999,3.8163100295,4.622720306,0.8064102764999999
2020-07-01,abyan,1451453.433761742,540930.338796394,aden,1413414.8996473695,502024.6752111473,1.6680591990000004,3.8163100295,5.4843692285,1.6680591990000004
2020-07-01,abyan,1451453.433761742,540930.338796394,al dhale'e,1514911.5982678996,470879.9633936708,1.6090713815526319,3.8163100295,5.425381411052632,1.6090713815526319
2020-07-01,abyan,1451453.433761742,540930.338796394,al bayda,1545869.2668154777,562191.4482966167,1.910287454184211,3.8163100295,5.726597483684211,1.910287454184211
2020-07-01,aden,1413414.8996473695,502024.6752111473,lahj,1443403.357394038,487346.6774931812,0.8616489225000006,5.4843692285,4.622720306,0.8616489225000006
2020-07-01,aden,1413414.8996473695,502024.6752111473,abyan,1451453.433761742,540930.338796394,1.6680591990000004,5.4843692285,3.8163100295,1.6680591990000004
2020-07-01,aden,1413414.8996473695,502024.6752111473,taizz,1501490.1068909634,393975.03232055355,1.5990103435000003,5.4843692285,3.885358885,1.5990103435000003
2020-07-01,aden,1413414.8996473695,502024.6752111473,al bayda,1545869.2668154777,562191.4482966167,0.24222825518421054,5.4843692285,5.726597483684211,0.24222825518421054
2020-07-01,al bayda,1545869.2668154777,562191.4482966167,al dhale'e,1514911.5982678996,470879.9633936708,0.3012160726315791,5.726597483684211,5.425381411052632,0.3012160726315791
2020-07-01,al bayda,1545869.2668154777,562191.4482966167,abyan,1451453.433761742,540930.338796394,1.910287454184211,5.726597483684211,3.8163100295,1.910287454184211
2020-07-01,al bayda,1545869.2668154777,562191.4482966167,lahj,1443403.357394038,487346.6774931812,1.1038771776842111,5.726597483684211,4.622720306,1.1038771776842111
2020-07-01,al bayda,1545869.2668154777,562191.4482966167,dhamar,1607976.2967569984,434812.9555183367,1.6850383441842105,5.726597483684211,4.0415591395,1.6850383441842105
2020-07-01,al bayda,1545869.2668154777,562191.4482966167,aden,1413414.8996473695,502024.6752111473,0.24222825518421054,5.726597483684211,5.4843692285,0.24222825518421054
2020-07-01,al dhale'e,1514911.5982678996,470879.9633936708,ibb,1545240.393413971,411980.9012852698,0.5670004884210522,5.425381411052632,4.8583809226315795,0.5670004884210522
2020-07-01,al dhale'e,1514911.5982678996,470879.9633936708,lahj,1443403.357394038,487346.6774931812,0.802661105052632,5.425381411052632,4.622720306,0.802661105052632
2020-07-01,al dhale'e,1514911.5982678996,470879.9633936708,taizz,1501490.1068909634,393975.03232055355,1.5400225260526317,5.425381411052632,3.885358885,1.5400225260526317
2020-07-01,al dhale'e,1514911.5982678996,470879.9633936708,abyan,1451453.433761742,540930.338796394,1.6090713815526319,5.425381411052632,3.8163100295,1.6090713815526319
2020-07-01,al dhale'e,1514911.5982678996,470879.9633936708,al bayda,1545869.2668154777,562191.4482966167,0.3012160726315791,5.425381411052632,5.726597483684211,0.3012160726315791
2020-07-01,al hudaydah,1636434.4562545866,279153.2519347584,raymah,1626148.635239956,349117.30304702686,0.26691050349999923,4.0835487525,3.8166382490000004,0.26691050349999923
2020-07-01,al hudaydah,1636434.4562545866,279153.2519347584,al mahwit,1710572.7821730792,343747.8114166759,0.1679240124999999,4.0835487525,3.9156247399999997,0.1679240124999999
2020-07-01,al hudaydah,1636434.4562545866,279153.2519347584,hajjah,1735805.5042575903,351073.2264011586,0.43563549881578867,4.0835487525,3.647913253684211,0.43563549881578867
2020-07-01,al hudaydah,1636434.4562545866,279153.2519347584,amran,1731425.0945279438,386679.5361423165,0.31389627350000016,4.0835487525,4.397445026,0.31389627350000016
2020-07-01,al hudaydah,1636434.4562545866,279153.2519347584,amanat al asimah,1696998.714254215,413747.54216314765,1.307638048552632,4.0835487525,5.391186801052632,1.307638048552632
2020-07-01,al jawf,1787696.8583625571,476286.69293194957,marib,1709755.4170365373,535024.7951991099,0.36192604842105336,4.866825787368421,5.228751835789474,0.36192604842105336
2020-07-01,al jawf,1787696.8583625571,476286.69293194957,amran,1731425.0945279438,386679.5361423165,0.4693807613684209,4.866825787368421,4.397445026,0.4693807613684209
2020-07-01,al jawf,1787696.8583625571,476286.69293194957,sana'a,1683424.5251799258,444268.5254077898,0.6171442018684203,4.866825787368421,4.2496815855,0.6171442018684203
2020-07-01,al jawf,1787696.8583625571,476286.69293194957,amanat al asimah,1696998.714254215,413747.54216314765,0.524361013684211,4.866825787368421,5.391186801052632,0.524361013684211
2020-07-01,al jawf,1787696.8583625571,476286.69293194957,hajjah,1735805.5042575903,351073.2264011586,1.2189125336842097,4.866825787368421,3.647913253684211,1.2189125336842097
2020-07-01,al maharah,1805664.967681152,1269216.867839362,hadramaut,1688561.031182205,925529.1179596668,2.3094852194444444,6.105519109444445,3.7960338900000004,2.3094852194444444
2020-07-01,al maharah,1805664.967681152,1269216.867839362,socotra,1415534.3742756257,1484659.5682649969,4.786050483412697,6.105519109444445,10.891569592857142,4.786050483412697
2020-07-01,al maharah,1805664.967681152,1269216.867839362,shabwah,1607083.403143805,699110.4581984302,2.1426741026023395,6.105519109444445,3.9628450068421053,2.1426741026023395
2020-07-01,al maharah,1805664.967681152,1269216.867839362,marib,1709755.4170365373,535024.7951991099,0.8767672736549708,6.105519109444445,5.228751835789474,0.8767672736549708
2020-07-01,al maharah,1805664.967681152,1269216.867839362,al bayda,1545869.2668154777,562191.4482966167,0.3789216257602339,6.105519109444445,5.726597483684211,0.3789216257602339
2020-07-01,al mahwit,1710572.7821730792,343747.8114166759,hajjah,1735805.5042575903,351073.2264011586,0.2677114863157888,3.9156247399999997,3.647913253684211,0.2677114863157888
2020-07-01,al mahwit,1710572.7821730792,343747.8114166759,amran,1731425.0945279438,386679.5361423165,0.48182028600000004,3.9156247399999997,4.397445026,0.48182028600000004
2020-07-01,al mahwit,1710572.7821730792,343747.8114166759,amanat al asimah,1696998.714254215,413747.54216314765,1.4755620610526319,3.9156247399999997,5.391186801052632,1.4755620610526319
2020-07-01,al mahwit,1710572.7821730792,343747.8114166759,al hudaydah,1636434.4562545866,279153.2519347584,0.1679240124999999,3.9156247399999997,4.0835487525,0.1679240124999999
2020-07-01,amanat al asimah,1696998.714254215,413747.54216314765,sana'a,1683424.5251799258,444268.5254077898,1.1415052155526313,5.391186801052632,4.2496815855,1.1415052155526313
2020-07-01,amanat al asimah,1696998.714254215,413747.54216314765,amran,1731425.0945279438,386679.5361423165,0.9937417750526318,5.391186801052632,4.397445026,0.9937417750526318
2020-07-01,amanat al asimah,1696998.714254215,413747.54216314765,al mahwit,1710572.7821730792,343747.8114166759,1.4755620610526319,5.391186801052632,3.9156247399999997,1.4755620610526319
2020-07-01,amanat al asimah,1696998.714254215,413747.54216314765,hajjah,1735805.5042575903,351073.2264011586,1.7432735473684207,5.391186801052632,3.647913253684211,1.7432735473684207
2020-07-01,amanat al asimah,1696998.714254215,413747.54216314765,dhamar,1607976.2967569984,434812.9555183367,1.3496276615526313,5.391186801052632,4.0415591395,1.3496276615526313
2020-07-01,amran,1731425.0945279438,386679.5361423165,hajjah,1735805.5042575903,351073.2264011586,0.7495317723157888,4.397445026,3.647913253684211,0.7495317723157888
2020-07-01,amran,1731425.0945279438,386679.5361423165,amanat al asimah,1696998.714254215,413747.54216314765,0.9937417750526318,4.397445026,5.391186801052632,0.9937417750526318
2020-07-01,amran,1731425.0945279438,386679.5361423165,al mahwit,1710572.7821730792,343747.8114166759,0.48182028600000004,4.397445026,3.9156247399999997,0.48182028600000004
2020-07-01,amran,1731425.0945279438,386679.5361423165,sana'a,1683424.5251799258,444268.5254077898,0.14776344049999945,4.397445026,4.2496815855,0.14776344049999945
2020-07-01,amran,1731425.0945279438,386679.5361423165,al jawf,1787696.8583625571,476286.69293194957,0.4693807613684209,4.397445026,4.866825787368421,0.4693807613684209
